TerpenoidsID,Molecular Formula,Molecular Weight,Smiles
TPCN00184,C45H56N4O5,732.966,CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(c3ccc4c5c([nH]c4c3)C3(C(=O)OC)CC4CC(CC)C3N(CC5)C4CC(C)=O)CC1C2C(=O)OC
TPCN00185,C29H38O16,642.607,CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
TPCN00186,C20H22N2O2,322.408,CC=C1CN2CCC34C(=Nc5ccccc53)C2CC1C4C(=O)OC
TPCN00187,C22H28N2O4,384.476,COC(=O)C1(O)CC23CCCN4CCC5(c6cccc(OC)c6NC15CC2)C43
TPCN00188,C22H28N2O4,384.476,COC(=O)C12CC3CC(C(C)O)C1N(CCc1c2[nH]c2ccc(OC)cc12)C3
TPCN00189,C21H24N2O3,352.434,COC(=O)C12CCC34CCCN5CC(C(=O)C3)C1(c1ccccc1N2)C54
TPCN00190,C19H22O6,346.379,C=C(C)C(CCC(C)=CCOc1cc(O)cc2oc(=O)ccc12)OO
TPCN00191,C45H56N4O5,732.966,CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(c3ccc4[nH]c5c(c4c3)CCN3C(CC(C)=O)C4CC(CC)C3C5(C(=O)OC)C4)CC1C2C(=O)OC
TPCN00192,C20H34O11,450.481,C=CC(C)(CCC=CCO)OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O
TPCN00193,C19H18O8,374.345,COC(=O)C(Cc1ccc(O)c(O)c1)OC(=O)C=Cc1ccc(O)c(O)c1
TPCN00194,C32H38N2O15,690.655,C=CC1C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)N3Cc4c([nH]c5cc(O)ccc5c4=O)C3CC21
TPCN00195,C17H24O6,324.373,COc1cc(C)ccc1C(O)(COC(C)=O)COC(=O)C(C)C
TPCN00196,C21H34O10,446.493,CC1(C)C2CCC(=COC3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)C1C2
TPCN00197,C21H28O8,408.447,COC1CC2(CCC(COC(=O)C=Cc3ccc(O)c(O)c3)CC2O)C(OC)O1
TPCN00198,C19H18O6,342.347,C=C1CC(CC(C)=CCOc2ccc3ccc(=O)oc3c2O)OC1=O
TPCN00199,C43H52N4O5,704.912,CC=C1CN(C)C2Cc3c([nH]c4ccccc34)C(c3cc4[nH]c5c(c4cc3OC)CCN3CC4CC(CC)C3C5(C(=O)OC)C4)CC1C2C(=O)OC
TPCN00200,C21H26N2O3,354.45,COC(=O)C12CC3CC(C(C)O)C1N(CCc1c2[nH]c2ccccc12)C3
TPCN00201,C30H32O12,584.574,CC12CC(O)C3CC1(OC1OC(COC(=O)c4ccccc4)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(=O)O2
TPCN00202,C16H22O7,326.345,C=CCc1ccc(OC2OC(CO)C(O)C(O)C2O)c(OC)c1
TPCN00203,C16H24O6,312.362,C=CC1(C)CCC=C(C)C(=O)OC2C(O)C(C)OC(O1)C2O
TPCN00204,C16H24O7,328.361,C=CC1(C)CCC=C(CO)C(=O)OC2C(O)C(C)OC(O1)C2O
TPCN00205,C16H26O6,314.378,C=CC(C)(CCC=C(C)C=O)OC1OC(C)C(O)C(O)C1O
TPCN00206,C22H28N2O3,368.477,CCC1CN2CCc3c([nH]c4ccccc34)C2CC1C(=COC)C(=O)OC
TPCN00207,C16H24O8,344.36,CC1=CC(=O)C2CC1(OC1OC(CO)C(O)C(O)C1O)C2(C)CO
TPCN00208,C20H24N2O5,372.421,COC(=O)C1=COC(C)C2CN(CCC(=O)c3ccccc3N)C(=O)CC12
TPCN00209,C20H22N2O3,338.407,O=C(O)C1CC23CCCN4C(=O)CC5(c6ccccc6NC15CC2)C43
TPCN00210,C21H32O11,460.476,CC(C)CC(=O)OCC12C3OC4(O)CC(C)(O3)C1(OC1OC(CO)C(O)C(O)C1O)CC42
TPCN00211,C20H22N2O5,370.405,COC(=O)C1=C2Nc3c(O)cccc3C23CC[N+]2([O-])CC(C(C)=O)C1CC32
TPCN00212,C30H32O12,584.574,CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(CO)C(O)C(O)C1OC(=O)c1ccccc1
TPCN00213,C21H24N2O5,384.432,COC(=O)C1=COC(C)C2C[N+]3([O-])CCC4(C(=O)Nc5ccccc54)C3CC12
TPCN00214,C29H34O12,574.579,C=C1C(OC(=O)c2ccc(O)cc2)CC(CCO)C1COC1OC(COC(=O)c2ccc(O)cc2)C(O)C(O)C1O
TPCN00215,C20H20N2O3,336.391,CC=C1COC(O)=C2C(=O)N3CCc4c([nH]c5ccccc45)C3CC12
TPCN00216,C20H20N2O3,336.391,CC=C(CO)c1cc2n(c(=O)c1CO)CCc1c-2[nH]c2ccccc12
TPCN00217,C26H40O10,512.596,C=CC(C)(CC=CC(C)(C)OO)OC1OC(CO)C(OC(=O)C(C)=CC)C(OC(=O)C(C)=CC)C1O
TPCN00218,C16H26O6,314.378,C=C(COC1OC(CO)C(O)C(O)C1O)C1CC=C(C)CC1
TPCN00219,C23H28O11,480.466,CC12CC(O)C3CC1(OC1OC(CO)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(=O)O2
TPCN00220,C21H24N2O3,352.434,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12
TPCN00221,C22H38O12,494.534,CC(C)=CCC(O)C(C)=CCOC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O
TPCN00222,C23H28O12,496.465,CC12CC3(O)OC(O1)C1(COC(=O)c4ccc(O)cc4)C3CC21OC1OC(CO)C(O)C(O)C1O
TPCN00223,C19H24N2O,296.414,CCC12CCCN3CCC4c5ccccc5N(C(=O)CC1)C432
TPCN00224,C20H22N2O3,338.407,COC(=O)C1=C2Nc3ccccc3C23CCN2CC(C(C)=O)C1CC23
TPCN00225,C16H23NO4,293.363,COC(OC)c1c[n+](CCCC(=O)[O-])cc2c1CCC2C
TPCN00226,C31H34O14,630.599,COc1cc(C(=O)OCC23C4OC5(O)CC(C)(O4)C2(OC2OC(COC(=O)c4ccccc4)C(O)C(O)C2O)CC53)ccc1O
TPCN00227,C15H26O3,254.37,CC(C)C1CCC2(C)OC2CCC2(C)OC2C1O
TPCN00228,C29H30O14,602.545,O=C(OCC1OC(OC2OC=CC3C(OC(=O)c4ccc(O)cc4)C4OC4(CO)C23)C(O)C(O)C1O)c1ccc(O)cc1
TPCN00229,C43H54N4O5,706.928,CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(c3c(OC)ccc4c5c([nH]c34)C3(C(=O)OC)CC4CC(CC)C3N(CC5)C4)CC1C2C(=O)OC
TPCN00230,C24H28N2O6,440.496,COC(=O)N1c2c(OC)cccc2C23C4CN5CCCC(CCC12C(=O)OC)(CC4=O)C53
TPCN00231,C16H24O7,328.361,CC(C)c1ccc(CO)c(OC2OC(CO)C(O)C(O)C2O)c1
TPCN00232,C27H32N2O10,544.557,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C3CN4CCc5c([nH]c6ccccc56)C4(CC12)O3
TPCN00233,C18H27NO3,305.418,CN1C2CCC1CC(OC(=O)C1=CC(O)C3CC1C3(C)C)C2
TPCN00234,C19H18N2,274.367,c1ccc2c(c1)CC1c3[nH]c4ccccc4c3CCN1C2
TPCN00235,C10H18O2,170.252,CC1(C)C2CC(O)C(C)(O)C1C2
TPCN00236,C22H38O10,462.536,C=CC(C)(CCC=C(C)C)OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O
TPCN00237,C21H22N2O4,366.417,CC=C1C[N+]2([O-])CCC34C(=Nc5ccccc53)C2CC1C4(C=O)C(=O)OC
TPCN00238,C24H30O11,494.493,COC1OC2(C)CC(=O)C3CC2(OC2OC(CO)C(O)C(O)C2O)C13COC(=O)c1ccccc1
TPCN00239,C16H26O7,330.377,CC1=CCC(C)C(C)(OC2OC(CO)C(O)C(O)C2O)CC1=O
TPCN00240,C22H28O10,452.456,CC1C(OC2OC(COC(=O)c3ccc(O)cc3)C(O)C(O)C2O)CC2CCOC(=O)C21
TPCN00241,C23H28O11,480.466,CC12CC(O)C3CC1(OC1OC(CO)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(=O)O2
TPCN00242,C21H24N2O4,368.433,COC(=O)C1=COC(C)C2CN3CCC4(C(=O)Nc5ccccc54)C3CC12
TPCN00243,C22H27N2O4+,383.468,COC(=O)C1=C2Nc3c(OC)cccc3C23CC[N+]2(C)CC(C(C)=O)C1CC32
TPCN00244,C28H48O14,608.678,CC(=CCOC1OC(C)C(O)C(OC2OC(C)C(O)C(O)C2O)C1O)CCC=C(C)COC1OC(C)C(O)C(O)C1O
TPCN00245,C19H22N2O2,310.397,CCC12CCC[N+]3([O-])CCc4c(n(c5ccccc45)C(=O)C1)C23
TPCN00246,C23H24N2O3,376.456,CCC1CN2CCC34c5ccccc5-n5c3c(cc(C(=O)OC)c5=O)C1CC24
TPCN00247,C44H58N2O18,902.944,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CCN1CCc2c([nH]c3ccccc23)C1CC1C(C(=O)OC)=COC(OC2OC(CO)C(O)C(O)C2O)C1C=C
TPCN00248,C22H26N2O5,398.459,COC(=O)C1=COC(C)C2CN3CCC4(C(=O)Nc5cc(OC)ccc54)C3CC12
TPCN00249,C27H28N2O9,524.526,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(c3nccc4c3[nH]c3ccccc34)=CCC12
TPCN00250,C31H34O15,646.598,COC1OC2(C)CC(=O)C3CC2(OC2OC(CO)C(O)C(OC(=O)c4cc(O)c(O)c(O)c4)C2O)C13COC(=O)c1ccccc1
TPCN00251,C19H24N2,280.415,CCC1CC2CC3c4[nH]c5ccccc5c4CCN(C2)C13
TPCN00252,C13H13NO3,231.251,CC(O)C1=CC2(CCc3ccncc32)OC1=O
TPCN00253,C19H22N2O2,310.397,CC=C1CN2C3CC1C(CO)C2Cc1c3[nH]c2ccc(O)cc12
TPCN00254,C10H14O4,198.218,CC(C)=CC1OC(=O)C(=CCO)C1O
TPCN00255,C21H22N2O3,350.418,CC=C1CN2CCC34C(=Nc5ccccc53)C2CC1C4(C=O)C(=O)OC
TPCN00256,C22H36O11,476.519,C=C(COC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C1CC=C(C)CC1
TPCN00257,C20H25N2O+,309.433,CC=C1C[N+]2(C)C3CC1C(CO)C2Cc1c3[nH]c2ccccc12
TPCN00258,C16H28O7,332.393,CC(C)C12CCC(CO)(OC3OC(CO)C(O)C(O)C3O)C1C2
TPCN00259,C21H24N2O5,384.432,COC(=O)C1=C2Nc3c(OC)cccc3C23CC[N+]2([O-])CC(C(C)=O)C1CC32
TPCN00260,C34H58O19,770.819,CC(=CCOC1OC(C)C(O)C(OC2OC(C)C(O)C(O)C2O)C1O)CCC=C(C)COC1OC(C)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
TPCN00261,C9H8O2,148.161,O=C(O)C=Cc1ccccc1
TPCN00262,C21H30N2O2,342.483,CCC1CCCN(CCc2c(C(C)C(=O)OC)[nH]c3ccccc23)C1
TPCN00263,C10H16O3,184.235,CC(C)=CC1CC(C(=O)O)CCO1
TPCN00264,C7H6O5,170.12,O=C(O)c1cc(O)c(O)c(O)c1
TPCN00265,C10H18O2,170.252,C=CC(C(O)C(=C)C)C(C)(C)O
TPCN00266,C21H28N2O2,340.467,CCC1=CCCN(CCc2c(C(C)C(=O)OC)[nH]c3ccccc23)C1
TPCN00267,C21H25NO4,355.434,COC(OC)c1c[n+](C(Cc2ccccc2)C(=O)[O-])cc2c1CCC2C
TPCN00268,C25H34O10,494.537,CC(=CCCC(C)CCOC1OC(COC(=O)C=Cc2ccc(O)cc2)C(O)C(O)C1O)C(=O)O
TPCN00269,C20H22N2O3,338.407,CC=C1COC23CC1C(CO)C(=O)N2CCc1c3[nH]c2ccccc12
TPCN00270,C31H34O15,646.598,COC1OC2(C)CC(=O)C3CC2(OC2OC(CO)C(O)C(O)C2OC(=O)c2cc(O)c(O)c(O)c2)C13COC(=O)c1ccccc1
TPCN00271,C21H25ClN2O4,404.894,CCC12CC(C(=O)OC)=C3Nc4cc(O)ccc4C34CCN(CC(Cl)C1O)C42
TPCN00272,C21H22N2O5,382.416,CC(=O)OC1C2C3CC4C5=[N+]([O-])c6ccccc6C51CC2[N+]4([O-])C(C)C3C=O
TPCN00273,C28H38O17,646.595,Cc1ccc(C(C)C)cc1OC1OC(COC(=O)CC(=O)O)C(O)C(O)C1OC1OC(COC(=O)CC(=O)O)C(O)C(O)C1O
TPCN00274,C24H30O11,494.493,COC12CC3(C)OC(O1)C1(COC(=O)c4ccccc4)C2CC31OC1OC(CO)C(O)C(O)C1O
TPCN00275,C16H28O7,332.393,CC1=CC(O)C(OC2OC(CO)C(O)C(O)C2O)(C(C)C)CC1
TPCN00276,C21H25N2O4+,369.441,COC(=O)C1=C2Nc3c(O)cccc3C23CC[N+]2(C)CC(C(C)=O)C1CC32
TPCN00277,C20H15N3O,313.36,C=Cc1cncc2c(=O)n3c(cc12)-c1[nH]c2ccccc2c1CC3
TPCN00278,C21H26N2O3,354.45,CCC12CCC[N+]3([O-])CCC4(C(=C(C(=O)OC)C1)Nc1ccccc14)C23
TPCN00279,C46H58N4O6,762.992,CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(c3cc4c5c([nH]c4cc3OC)C3(C(=O)OC)CC4CC(CC)C3N(CC5)C4CC(C)=O)CC1C2C(=O)OC
TPCN00280,C17H18O6,318.325,CC(=O)CC12OCC(COC(=O)c3ccccc3)C1CC(=O)O2
TPCN00281,C19H22N2O3,326.396,CC=C1CN2C3Cc4c([nH]c5ccc(O)cc45)C2(O)CC1C3CO
TPCN00282,C23H24N2O6,424.453,CCC12CC(C(=O)OC)=C3Nc4cc(OC(C)=O)ccc4C34CCN(C(=O)C3OC31)C42
TPCN00283,C16H24O7,328.361,CC(C)(O)c1ccc(COC2OC(CO)C(O)C(O)C2O)cc1
TPCN00284,C19H22N2,278.399,CCC12C=Cn3c4c(c5ccccc53)CCN(CCC1)C42
TPCN00285,C30H32O15,632.571,CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(CO)C(OC(=O)c2cc(O)c(O)c(O)c2)C(O)C1O
TPCN00286,C30H32O12,584.574,CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(CO)C(OC(=O)c2ccccc2)C(O)C1O
TPCN00287,C24H26N2O7,454.479,COC(=O)N1c2c(ccc3c2OCO3)C23C4CN5CCCC(CCC12C(=O)OC)(CC4=O)C53
TPCN00288,C21H22N2O4,366.417,CCC12CC(C(=O)OC)=C3Nc4ccccc4C34CCN(C(=O)C3OC31)C42
TPCN00289,C17H24O11,404.368,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(CO)=CC(O)C12
TPCN00290,C19H30O10,418.439,CC(C)C1=CC(OC2OC(COC(=O)CC(=O)O)C(O)C(O)C2O)C(C)(O)CC1
TPCN00291,C20H24N2O2,324.424,CCC1C2CCN3CCC4(C(=C2C(=O)OC)Nc2ccccc24)C13
TPCN00292,C23H26O10,462.451,CC12CC3OC(=O)C4(COC(=O)c5ccccc5)C3CC14OC1C(OC(CO)C(O)C1O)O2
TPCN00293,C21H36O11,464.508,CC(C)(O)C1CC=C(COC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)CC1
TPCN00294,C32H37N2O7+,561.655,CC=C1C[N+]2(C)C3CC45c6ccccc6N(C)C4(O3)C2CC1C5(COC(=O)c1ccc(OC)c(OC)c1)C(=O)OC
TPCN00295,C16H22O10,374.342,O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(CO)=CCC12
TPCN00296,C16H26O8,346.376,CC1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1CCC2(C)O
TPCN00297,C20H20N2O3,336.391,CC1OC=C2C(=O)N3CCc4c([nH]c5ccccc45)C3CC2C1C=O
TPCN00298,C23H28N2O5,412.486,C=CC1CN2CCC3(C(=O)Nc4cccc(OC)c43)C2CC1C(=COC)C(=O)OC
TPCN00299,C26H30N2O8,498.532,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)C3CC21
TPCN00300,C20H15N3O2,329.359,Cc1ncc2c(=O)n3c(cc2c1C=O)-c1[nH]c2ccccc2c1CC3
TPCN00301,C31H38N2O8,566.651,CC=C1CN(C=C2C(=O)OC3C(O)C(C)C(CO)C23)C2CC3(C(=O)N(OC)c4cc(OC)ccc43)C3CC1C2CO3
TPCN00302,C16H30O7,334.409,CC(C)=CCC(O)C(C)CCOC1OC(CO)C(O)C(O)C1O
TPCN00303,C26H40O10,512.596,C=CC(C)(CCC(OO)C(=C)C)OC1OC(CO)C(OC(=O)C(C)=CC)C(OC(=O)C(C)=CC)C1O
TPCN00304,C25H32O11,508.52,O=CC1(C=COC2OC(CO)C(O)C(O)C2O)CCC(COC(=O)C=Cc2ccc(O)cc2)CC1O
TPCN00305,C19H20N2O2,308.381,CC=C1C(=O)N2CCc3c4n(c5ccccc35)C(CO)C1CC42
TPCN00306,C16H24O8,344.36,CC(O)(CO)c1ccc(COC2OC(CO)C(O)C(O)C2O)cc1
TPCN00307,C20H22N2O3,338.407,CC=C1C[N+]2([O-])CCC34C(=Nc5ccccc53)C2CC1C4C(=O)OC
TPCN00308,C21H38O11,466.524,CC(=CCOC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)CCCC(C)(C)O
TPCN00309,C23H28O14,528.463,CC12CC3(O)OC(O1)C1(COC(=O)c4cc(O)c(O)c(O)c4)C3CC21OC1OC(CO)C(O)C(O)C1O
TPCN00310,C16H26O8,346.376,CC1=C(C(=O)O)C(C)(C)CC(OC2OC(CO)C(O)C(O)C2O)C1
TPCN00311,C20H24N2O,308.425,CC=C1CN2C3CC45c6ccccc6N(C)C4C2CC1C3C5O
TPCN00312,C21H22N2O5,382.416,COc1c2c(cc3c1C14CC5C(COC1=N3)C1CC4N5CC1=CCO)OCO2
TPCN00313,C16H26O7,330.377,CC1(OC2OC(CO)C(O)C(O)C2O)C(=O)CC2CC1C2(C)C
TPCN00314,C44H54N4O6,734.938,CC=C1CN(C)C2Cc3c([nH]c4ccccc34)C(c3c(OC)ccc4c5c([nH]c34)C3(C(=O)OC)CC4CC(CC)C3N(CC5)C4)CC1C2(CO)C(=O)OC
TPCN00315,C22H24N2O5,396.443,COC(=O)C12CCC34CCCN5CC(C(=O)C3)C1(c1ccc3c(c1N2)OCO3)C54
TPCN00316,C37H36O19,784.676,CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(OC(=O)c2cc(O)c(O)c(O)c2)C1O
TPCN00317,C17H24O11,404.368,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(CO)=CC(O)C12
TPCN00318,C22H26N2O5,398.459,COC(=O)C1(O)CC23CCCN4CCC5(c6ccc7c(c6NC15CC2)OCO7)C43
TPCN00319,C28H48O14,608.678,CC(=CCOC1OC(C)C(O)C(OC2OC(C)C(O)C(O)C2O)C1O)CCC=C(C)COC1OC(C)C(O)C(O)C1O
TPCN00320,C25H32O11,508.52,CCOC12CC3(C)OC(O1)C1(COC(=O)c4ccccc4)C2CC31OC1OC(CO)C(O)C(O)C1O
TPCN00321,C19H20N2O,292.382,CC(=O)C12C=Cn3c4c(c5ccccc53)CCN(CCC1)C42
TPCN00322,C12H20O3,212.289,C=CC(C(OC(C)=O)C(=C)C)C(C)(C)O
TPCN00323,C23H28O11,480.466,CC12CC(O)C3CC1(OC1OC(CO)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(=O)O2
TPCN00324,C19H22N2O4,342.395,CN1CCC2C3(c4cc5ccccc5[nH]4)COCC(O)C2(C1)OC3=O
TPCN00325,C21H22N2O4,366.417,CC(=O)OC1C2C3CC4C5=Nc6ccccc6C51CC2[N+]4([O-])C(C)C3C=O
TPCN00326,C16H28O7,332.393,CC1=CCC(C)C(C)(OC2OC(CO)C(O)C(O)C2O)CC1O
TPCN00327,C23H32O11,484.498,COC(=O)C1C(CCO)CC(OC2OC(COC(=O)c3ccc(O)cc3)C(O)C(O)C2O)C1C
TPCN00328,C22H26N2O6,414.458,COC(=O)C1(O)CC23CCC[N+]4([O-])CCC5(c6ccc7c(c6NC15CC2)OCO7)C34
TPCN00329,C19H26N2O,298.43,CCC12CCCN(CCC3(O)C(=Nc4ccccc43)CC1)C2
TPCN00330,C19H26N2,282.431,CCC1=CCCN(CCc2c(CC)[nH]c3ccccc23)C1
TPCN00331,C19H22N2O2,310.397,C=C(c1[nH]c2ccccc2c1COC)C1CC[N+]([O-])=CC1=CC
TPCN00332,C21H24N2O2,336.435,CCC12C=CCN3CCC4(C(=C(C(=O)OC)C1)Nc1ccccc14)C32
TPCN00333,C21H22N2O3,350.418,CC=C1CN2CCC34C(=Nc5ccccc53)C2CC1C4(C=O)C(=O)OC
TPCN00334,C24H30O11,494.493,COC1OC2(C)CC(=O)C3CC2(OC2OC(CO)C(O)C(O)C2O)C13COC(=O)c1ccccc1
TPCN00335,C53H81N3O8,888.244,COc1cc(C2C(C(=O)OC3CC4C(C)CN(C)CC4C3C)C(CCC(C)=CC(=O)OC3CC4C(C)CN(C)CC4C3C)C2(C)C(=O)OC2CC3C(C)CN(C)CC3C2C)ccc1O
TPCN00336,C22H26N2O4,382.46,CC=C1CN2C(OC)CC34C(=Nc5ccccc53)C2CC1C4(CO)C(=O)OC
TPCN00337,C31H40N2O7,552.668,CC=C1CN(CC2C(=O)OC3CC(C)C(CO)C32)C2CC3(C(=O)N(OC)c4cc(OC)ccc43)C3CC1C2CO3
TPCN00338,C16H22O9,358.343,CC1C2CC3C(=O)OC=C3C(OC3OC(CO)C(O)C(O)C3O)OC12
TPCN00339,C20H24N2O3,340.423,CC=C1CN2CCC1C(CO)(C(=O)OC)c1[nH]c3ccccc3c1C2
TPCN00340,C21H26N2O4,370.449,COC(=O)C1=C2Nc3c(OC)cccc3C23CCN2CC(C(C)O)C1CC23
TPCN00341,C9H14O4,186.207,OC1CC2CCOC3OCC1(O)C23
TPCN00342,C16H24O8,344.36,CC(C)=CC1CC(=CCOC2OC(CO)C(O)C(O)C2O)C(=O)O1
TPCN00343,C16H26O7,330.377,CC1C(=O)CC2(OC3OC(CO)C(O)C(O)C3O)CC1C2(C)C
TPCN00344,C19H22N2O3,326.396,CC1C2COC(O)C3C2CC2c4[nH]c5ccc(O)cc5c4CC3N21
TPCN00345,C19H22N2O3,326.396,CC1C2COC(O)C3C2CC2c4[nH]c5ccc(O)cc5c4CC3N21
TPCN00346,C19H22N2O,294.398,CCC12CCCn3ccc(c31)-c1ccccc1NC(=O)CC2
TPCN00347,C10H18O2,170.252,C=CC(C)(O)CCC=C(C)CO
TPCN00348,C40H48N4O2,616.85,CC=C1CN(C)C2Cc3c([nH]c4ccccc34)C(c3ccc4[nH]c5c(c4c3)CCN3CC4CC(CC)C3C5C4)CC1C2C(=O)OC
TPCN00349,C19H28O6,352.427,COc1cc(C)ccc1C(O)(COC(=O)C(C)C)COC(=O)C(C)C
TPCN00350,C22H38O12,494.534,CC(C)=CCC(O)C(C)=CCOC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
TPCN00351,C22H24N2O5,396.443,CCC12CC(C(=O)OC)=C3Nc4cc(OC)ccc4C34CCN(C(=O)C3OC31)C42
TPCN00352,C27H32N2O10,544.557,COCC=C1CN2C3CC45C(=Nc6cc7c(c(OC8OC(CO)C(O)C(O)C8O)c64)OCO7)OCC3C1CC25
TPCN00353,C20H26N2O2,326.44,CCC12CCC[N+]3([O-])CCc4c(n(c5ccccc45)C(OC)C1)C23
TPCN00354,C20H26N2O,310.441,CCC12CCCN3CCc4c(n(c5ccccc45)C(OC)C1)C32
TPCN00355,C20H17N3O2,331.375,CC(O)c1cncc2c(=O)n3c(cc12)-c1[nH]c2ccccc2c1CC3
TPCN00356,C43H52N4O5,704.912,CC=C1CN(C)C2Cc3c([nH]c4ccccc34)C(c3c(OC)ccc4c5c([nH]c34)C3(C(=O)OC)CC4CC(CC)C3N(CC5)C4)CC1C2C(=O)OC
TPCN00357,C16H26O8,346.376,CC(=CC=CCC(C)C(=O)O)COC1OC(CO)C(O)C(O)C1O
TPCN00358,C20H24N2O5,372.421,COc1cccc2c1NC1=C(C(=O)O)C3CC4C12CC[N+]4([O-])CC3C(C)O
TPCN00359,C19H22N2O5,358.394,CC(O)C1C[N+]2([O-])CCC34C(=C(C(=O)O)C1CC32)Nc1c(O)cccc14
TPCN00360,C19H26O11,430.406,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(COC(C)=O)=CCC12
TPCN00361,C19H22N2O3,326.396,COC(=O)C12COCCC3C(NCCC31)c1c2[nH]c2ccccc12
TPCN00362,C22H28N2O4,384.476,CC=C1CN(C)C2CC1C(CO)(C(=O)OC)C13CCOC21Nc1ccccc13
TPCN00363,C21H26N2O3,354.45,COC(=O)C1(O)CC23CCCN4CCC5(c6ccccc6NC15CC2)C43
TPCN00364,C43H54N4O5,706.928,CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(c3cc4c5c([nH]c4cc3OC)C3(C(=O)OC)CC4CC(CC)C3N(CC5)C4)CC1C2C(=O)OC
TPCN00365,C9H13ClO3,204.653,OC12COC3OCCC(CC1Cl)C32
TPCN00366,C24H28N2O6,440.496,CC=C1CN2C3CC45c6ccccc6NC4(O3)C2(OC)CC1C5(COC(C)=O)C(=O)OC
TPCN00367,C15H28O3,256.386,CC(C)C1CCC(C)(O)C2CCC(C)(O)C2C1O
TPCN00368,C22H24N2O5,396.443,CC=C1CN2C3CC45c6ccccc6NC4(O3)C2(OC)CC1C5(C=O)C(=O)OC
TPCN00369,C29H38O16,642.607,CC12CC(O)C3CC1(OC1OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(=O)O2
TPCN00370,C22H28N2O,336.479,CCC1CC2CC3c4[nH]c5ccccc5c4CCN(C2CC(C)=O)C13
TPCN00371,C16H30O6,318.41,CC(C)C1CCC(C)C(OC2OC(CO)C(O)C(O)C2O)C1
TPCN00372,C23H30O10,466.483,CC12CC(O)C3CC1(OC1OC(CO)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)CO2
TPCN00373,C9H13ClO4,220.652,OC1CC2CC(Cl)OC3OCC1(O)C23
TPCN00374,C44H58O20,906.928,C=CC(C)(CCC=C(C)COC1OC(COC(=O)C=Cc2cc(OC)c(O)c(OC)c2)C(O)C(O)C1O)OC1OC(COC(=O)C=Cc2cc(OC)c(O)c(OC)c2)C(O)C(O)C1O
TPCN00375,C20H24N2O,308.425,CCC12C=CCN3CCC4=C(C31)N(c1ccccc1C4)C(O)C2
TPCN00376,C20H26N2O2,326.44,CCC12CCCN3CCC4(C(=O)c5ccccc5N4C(OC)C1)C32
TPCN00377,C17H24O8,356.371,C=CCc1cc(OC)c(OC2OC(CO)C(O)C(O)C2O)c(OC)c1
TPCN00378,C21H25ClN2O3,388.895,CCC12CC(C(=O)OC)=C3Nc4ccccc4C34CCN(CC(Cl)C1O)C42
TPCN00379,C20H24N2O2,324.424,CC=C1C[N+]2(C)CCc3c([nH]c4ccccc34)C(C(=O)[O-])C1CC2
